stem,split,image_path,mask_path,height,width,fg_ratio,num_present_classes,num_connected_components,present_classes,present_class_names,present_class_groups,has_tail,has_extreme_tail,rare_score,hard_score_gt,difficulty_level,stage1_weight,stage2_weight,aug_policy
00000052,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000052.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000052.png,512,384,0.6397,5,2,"[60, 68, 71, 96, 103]","['onion', 'pepper', 'pizza', 'tomato', 'background']","['medium', 'medium', 'tail', 'head', 'background']",True,False,0.3119,3.0705999999999998,hard,1.7119,3.6238,rare_crop
00000053,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000053.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000053.png,384,512,0.5124,5,1,"[10, 37, 73, 96, 103]","['bread', 'french fries', 'pork', 'tomato', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.2065,2.3752,medium,2.2065,2.4130000000000003,light
00000054,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000054.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000054.png,384,512,0.6178,4,1,"[8, 15, 45, 103]","['biscuit', 'carrot', 'ice cream', 'background']","['medium', 'head', 'head', 'background']",False,False,0.1624,1.9144,easy,2.6624,1.7248,none
00000055,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000055.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000055.png,816,612,0.2802,3,1,"[10, 93, 103]","['bread', 'strawberry', 'background']","['head', 'medium', 'background']",False,False,0.0887,2.3396,medium,2.0887000000000002,2.1774,light
00000056,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000056.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000056.png,384,512,0.7882,4,1,"[11, 15, 92, 103]","['broccoli', 'carrot', 'steak', 'background']","['head', 'head', 'head', 'background']",False,False,0.1154,1.5735999999999999,easy,2.6154,1.6307999999999998,none
00000057,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000057.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000057.png,273,410,0.3381,6,3,"[10, 23, 45, 82, 93, 103]","['bread', 'cilantro mint', 'ice cream', 'sauce', 'strawberry', 'background']","['head', 'head', 'head', 'head', 'medium', 'background']",False,False,0.2146,3.2737999999999996,hard,1.6145999999999998,3.4292,hard_crop
00000058,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000058.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000058.png,352,410,0.4538,5,3,"[4, 23, 52, 96, 103]","['avocado', 'cilantro mint', 'lettuce', 'tomato', 'background']","['tail', 'head', 'medium', 'head', 'background']",True,False,0.2912,3.5923999999999996,hard,1.6911999999999998,3.5824,rare_crop
00000059,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000059.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000059.png,340,512,0.4597,4,1,"[10, 45, 82, 103]","['bread', 'ice cream', 'sauce', 'background']","['head', 'head', 'head', 'background']",False,False,0.1158,2.2306,easy,2.6158,1.6316000000000002,none
00000060,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000060.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000060.png,435,512,0.4523,5,2,"[4, 37, 82, 96, 103]","['avocado', 'french fries', 'sauce', 'tomato', 'background']","['tail', 'medium', 'head', 'head', 'background']",True,False,0.313,3.4454000000000002,hard,1.713,3.626,rare_crop
00000061,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000061.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000061.png,384,512,0.5447,3,2,"[11, 51, 103]","['broccoli', 'lemon', 'background']","['head', 'medium', 'background']",False,False,0.0939,1.9606000000000001,easy,2.5939,1.5878,none
00000062,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000062.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000062.png,356,534,0.3827,3,4,"[10, 82, 103]","['bread', 'sauce', 'background']","['head', 'head', 'background']",False,False,0.0716,2.5846,medium,2.0716,2.1432,light
00000063,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000063.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000063.png,512,394,0.3558,4,1,"[23, 46, 61, 103]","['cilantro mint', 'juice', 'orange', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.2302,2.4383999999999997,medium,2.2302,2.4604,light
00000064,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000064.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000064.png,1936,2592,0.207,3,2,"[44, 82, 103]","['hanamaki baozi', 'sauce', 'background']","['tail', 'head', 'background']",True,False,0.2729,3.436,hard,1.6728999999999998,3.5458,rare_crop
00000065,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000065.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000065.png,384,512,0.266,3,1,"[46, 51, 103]","['juice', 'lemon', 'background']","['medium', 'medium', 'background']",False,False,0.1582,2.368,medium,2.1582,2.3164,light
00000066,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000066.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000066.png,340,512,0.6956,7,1,"[11, 21, 38, 42, 80, 99, 103]","['broccoli', 'chicken duck', 'fried meat', 'green beans', 'rice', 'white button mushroom', 'background']","['head', 'head', 'medium', 'medium', 'medium', 'medium', 'background']",False,False,0.4108,2.5088,medium,2.4108,2.8216,light
00000067,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000067.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000067.png,340,512,0.8594,8,1,"[11, 15, 17, 27, 30, 35, 36, 103]","['broccoli', 'carrot', 'cauliflower', 'cucumber', 'egg', 'fish', 'french beans', 'background']","['head', 'head', 'medium', 'medium', 'medium', 'medium', 'medium', 'background']",False,False,0.4238,2.4312,medium,2.4238,2.8476,light
00000068,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000068.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000068.png,338,512,0.464,7,2,"[10, 19, 46, 60, 82, 96, 103]","['bread', 'cheese butter', 'juice', 'onion', 'sauce', 'tomato', 'background']","['head', 'medium', 'medium', 'medium', 'head', 'head', 'background']",False,False,0.3404,3.122,hard,1.7404000000000002,3.6808,hard_crop
00000069,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000069.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000069.png,384,512,0.5642,3,1,"[10, 93, 103]","['bread', 'strawberry', 'background']","['head', 'medium', 'background']",False,False,0.0887,1.7715999999999998,easy,2.5887000000000002,1.5774,none
00000070,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000070.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000070.png,384,512,0.6375,6,2,"[10, 25, 37, 52, 92, 103]","['bread', 'corn', 'french fries', 'lettuce', 'steak', 'background']","['head', 'medium', 'medium', 'medium', 'head', 'background']",False,False,0.2681,2.5250000000000004,medium,2.2681,2.5362,light
00000071,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000071.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000071.png,256,256,0.7571,6,1,"[25, 36, 37, 69, 82, 103]","['corn', 'french beans', 'french fries', 'pie', 'sauce', 'background']","['medium', 'medium', 'medium', 'medium', 'head', 'background']",False,False,0.3011,2.1358,easy,2.8011,2.0021999999999998,none
00000072,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000072.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000072.png,256,256,0.4911,7,1,"[3, 35, 51, 80, 82, 87, 103]","['asparagus', 'fish', 'lemon', 'rice', 'sauce', 'shrimp', 'background']","['medium', 'medium', 'medium', 'medium', 'head', 'medium', 'background']",False,False,0.4077,2.9177999999999997,hard,1.8077,3.8154,hard_crop
00000073,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000073.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000073.png,256,256,0.3473,3,2,"[9, 10, 103]","['blueberry', 'bread', 'background']","['medium', 'head', 'background']",False,False,0.1218,2.3554000000000004,medium,2.1218,2.2436,light
00000074,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000074.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000074.png,1920,1920,0.3356,7,2,"[21, 62, 74, 80, 82, 83, 103]","['chicken duck', 'other ingredients', 'potato', 'rice', 'sauce', 'sausage', 'background']","['head', 'medium', 'head', 'medium', 'head', 'medium', 'background']",False,False,0.3322,3.3788,hard,1.7322000000000002,3.6644,hard_crop
00000075,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000075.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000075.png,384,512,0.279,4,2,"[13, 22, 30, 103]","['cake', 'chocolate', 'egg', 'background']","['medium', 'tail', 'medium', 'background']",True,False,0.2993,3.542,hard,1.6993,3.5986000000000002,rare_crop
00000076,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000076.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000076.png,256,256,0.5468,5,1,"[21, 23, 25, 51, 103]","['chicken duck', 'cilantro mint', 'corn', 'lemon', 'background']","['head', 'head', 'medium', 'medium', 'background']",False,False,0.1924,2.3064,medium,2.1924,2.3848000000000003,light
00000077,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000077.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000077.png,256,256,0.4216,7,1,"[11, 15, 17, 21, 51, 80, 103]","['broccoli', 'carrot', 'cauliflower', 'chicken duck', 'lemon', 'rice', 'background']","['head', 'head', 'medium', 'head', 'medium', 'medium', 'background']",False,False,0.3004,3.0568,hard,1.7004000000000001,3.6008,hard_crop
00000078,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000078.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000078.png,384,512,0.7785,6,1,"[30, 52, 80, 81, 96, 103]","['egg', 'lettuce', 'rice', 'salad', 'tomato', 'background']","['medium', 'medium', 'medium', 'tail', 'head', 'background']",True,False,0.5311,2.893,hard,1.9310999999999998,4.0622,rare_crop
00000079,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000079.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000079.png,317,410,0.3951,3,2,"[10, 93, 103]","['bread', 'strawberry', 'background']","['head', 'medium', 'background']",False,False,0.0887,2.2598000000000003,easy,2.5887000000000002,1.5774,none
00000080,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000080.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000080.png,384,512,0.6098,5,1,"[10, 19, 41, 96, 103]","['bread', 'cheese butter', 'grape', 'tomato', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.2369,2.1804,easy,2.7369,1.8738000000000001,none
00000081,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000081.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000081.png,1537,2048,0.4391,3,10,"[69, 96, 103]","['pie', 'tomato', 'background']","['medium', 'head', 'background']",False,False,0.0931,3.3718,hard,1.4931,3.1862,hard_crop
00000082,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000082.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000082.png,1552,2592,0.7637,5,1,"[11, 19, 21, 80, 103]","['broccoli', 'cheese butter', 'chicken duck', 'rice', 'background']","['head', 'medium', 'head', 'medium', 'background']",False,False,0.1953,1.8725999999999998,easy,2.6953,1.7906,none
00000083,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000083.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000083.png,366,512,0.7181,6,2,"[11, 27, 68, 82, 91, 103]","['broccoli', 'cucumber', 'pepper', 'sauce', 'spring onion', 'background']","['head', 'medium', 'medium', 'head', 'medium', 'background']",False,False,0.2979,2.3638000000000003,medium,2.2979000000000003,2.5958,light
00000084,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000084.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000084.png,512,360,0.4906,7,1,"[4, 10, 35, 52, 60, 96, 103]","['avocado', 'bread', 'fish', 'lettuce', 'onion', 'tomato', 'background']","['tail', 'head', 'medium', 'medium', 'medium', 'head', 'background']",True,False,0.4062,3.7188,hard,1.8062,3.8124000000000002,rare_crop
00000085,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000085.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000085.png,1664,1664,0.1257,5,1,"[39, 63, 73, 77, 103]","['garlic', 'oyster mushroom', 'pork', 'rape', 'background']","['tail', 'extreme_tail', 'medium', 'tail', 'background']",True,True,0.9196,5.1486,hard,2.3196,6.3392,mix
00000086,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000086.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000086.png,384,512,0.576,6,1,"[17, 21, 23, 38, 99, 103]","['cauliflower', 'chicken duck', 'cilantro mint', 'fried meat', 'white button mushroom', 'background']","['medium', 'head', 'head', 'medium', 'medium', 'background']",False,False,0.3608,2.498,medium,2.3608000000000002,2.7216,light
00000087,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000087.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000087.png,428,642,0.356,5,3,"[6, 70, 82, 93, 103]","['banana', 'pineapple', 'sauce', 'strawberry', 'background']","['medium', 'tail', 'head', 'medium', 'background']",True,False,0.3828,3.7880000000000003,hard,1.7828,3.7656,rare_crop
00000088,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000088.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000088.png,512,384,0.6155,3,1,"[10, 68, 103]","['bread', 'pepper', 'background']","['head', 'medium', 'background']",False,False,0.0978,1.669,easy,2.5978,1.5956000000000001,none
00000089,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000089.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000089.png,384,512,0.6708,4,1,"[42, 73, 80, 103]","['green beans', 'pork', 'rice', 'background']","['medium', 'medium', 'medium', 'background']",False,False,0.1886,1.8084000000000002,easy,2.6886,1.7772000000000001,none
00000090,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000090.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000090.png,256,256,0.6229,4,1,"[13, 68, 96, 103]","['cake', 'pepper', 'tomato', 'background']","['medium', 'medium', 'head', 'background']",False,False,0.1637,1.9042,easy,2.6637,1.7273999999999998,none
00000091,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000091.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000091.png,384,512,0.7158,4,1,"[10, 25, 74, 103]","['bread', 'corn', 'potato', 'background']","['head', 'medium', 'head', 'background']",False,False,0.1293,1.7184,easy,2.6292999999999997,1.6585999999999999,none
00000092,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000092.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000092.png,534,410,0.4379,4,1,"[15, 21, 80, 103]","['carrot', 'chicken duck', 'rice', 'background']","['head', 'head', 'medium', 'background']",False,False,0.1228,2.2742,medium,2.1228,2.2456,light
00000093,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000093.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000093.png,396,512,0.6946,4,1,"[13, 23, 93, 103]","['cake', 'cilantro mint', 'strawberry', 'background']","['medium', 'head', 'medium', 'background']",False,False,0.1609,1.7608000000000001,easy,2.6609,1.7218,none
00000094,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000094.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000094.png,800,1280,0.751,6,1,"[10, 37, 52, 82, 92, 103]","['bread', 'french fries', 'lettuce', 'sauce', 'steak', 'background']","['head', 'medium', 'medium', 'head', 'head', 'background']",False,False,0.2484,2.148,easy,2.7484,1.8967999999999998,none
00000095,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000095.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000095.png,3264,3264,0.5835,6,2,"[23, 30, 61, 69, 82, 103]","['cilantro mint', 'egg', 'orange', 'pie', 'sauce', 'background']","['head', 'medium', 'medium', 'medium', 'head', 'background']",False,False,0.2907,2.633,medium,2.2907,2.5814,light
00000096,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000096.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000096.png,384,512,0.401,4,1,"[3, 74, 92, 103]","['asparagus', 'potato', 'steak', 'background']","['medium', 'head', 'head', 'background']",False,False,0.1574,2.348,medium,2.1574,2.3148,light
00000097,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000097.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000097.png,512,512,0.2075,3,4,"[13, 82, 103]","['cake', 'sauce', 'background']","['medium', 'head', 'background']",False,False,0.0993,2.935,hard,1.4992999999999999,3.1986,hard_crop
00000098,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00000098.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00000098.png,383,512,0.7811,5,1,"[15, 35, 36, 74, 103]","['carrot', 'fish', 'french beans', 'potato', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.2101,1.8378,easy,2.7100999999999997,1.8201999999999998,none
